,favorite_count,tweet_id,retweet_count,text,timestamp,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
15,307,666345417576210432,145,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,2015-11-16 20:01:42 +0000,10,10,None,None,None,None,None,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,Golden_Retriever,0.8587440000000001,True,Chesapeake_Bay_Retriever,0.0547868,True,Labrador_Retriever,0.0142409,True
16,228,666353288456101888,74,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,2015-11-16 20:32:58 +0000,8,10,None,None,None,None,None,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,Malamute,0.33687399999999995,True,Siberian_Husky,0.147655,True,Eskimo_Dog,0.0934124,True
17,171,666396247373291520,90,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,2015-11-16 23:23:41 +0000,9,10,None,None,None,None,None,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,Chihuahua,0.978108,True,Toy_Terrier,0.00939697,True,Papillon,0.00457681,True
18,113,666407126856765440,42,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,2015-11-17 00:06:54 +0000,7,10,a,None,None,None,None,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,Black-And-Tan_Coonhound,0.529139,True,Bloodhound,0.24422,True,Flat-Coated_Retriever,0.17381,True
19,128,666418789513326592,47,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,2015-11-17 00:53:15 +0000,10,10,Walter,None,None,None,None,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,Toy_Terrier,0.14968,True,Papillon,0.148258,True,Chihuahua,0.14286,True
20,324,666421158376562688,117,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,2015-11-17 01:02:40 +0000,12,10,None,None,None,None,None,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,Blenheim_Spaniel,0.906777,True,Cocker_Spaniel,0.0903464,True,Shih-Tzu,0.00111687,True
21,170,666428276349472768,89,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,2015-11-17 01:30:57 +0000,7,10,None,None,None,None,None,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,Pembroke,0.371361,True,Chow,0.249394,True,Pomeranian,0.241878,True
22,171,666435652385423360,54,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",2015-11-17 02:00:15 +0000,10,10,None,None,None,None,None,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,Chesapeake_Bay_Retriever,0.18413,True,Chain_Saw,0.056775300000000015,False,Power_Drill,0.0367634,False
23,237,666644823164719104,87,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,2015-11-17 15:51:26 +0000,9,10,Jimothy,None,None,None,None,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,Ibizan_Hound,0.0443334,True,Pembroke,0.0432093,True,West_Highland_White_Terrier,0.0389056,True
24,193,666691418707132416,50,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,2015-11-17 18:56:35 +0000,8,10,Christoper,None,None,None,None,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1,German_Shepherd,0.975401,True,Beagle,0.00868727,True,Bloodhound,0.00539404,True
25,447,666701168228331520,228,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,2015-11-17 19:35:19 +0000,8,10,a,None,None,None,None,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,Labrador_Retriever,0.887707,True,Chihuahua,0.029307,True,French_Bulldog,0.0207563,True
26,363,666776908487630848,184,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,2015-11-18 00:36:17 +0000,5,10,Josep,None,None,None,None,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,Seat_Belt,0.375057,False,Miniature_Pinscher,0.167175,True,Chihuahua,0.0869506,True
27,401,666781792255496192,208,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,2015-11-18 00:55:42 +0000,10,10,a,None,None,None,None,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,Italian_Greyhound,0.618316,True,Weimaraner,0.151363,True,Vizsla,0.08598910000000001,True
28,798,666786068205871104,517,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,2015-11-18 01:12:41 +0000,2,10,None,None,None,None,None,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,Snail,0.999888,False,Slug,5.51417e-05,False,Acorn,2.6258e-05,False
29,249,666804364988780544,94,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,2015-11-18 02:25:23 +0000,8,10,Jockson,None,None,None,None,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,English_Setter,0.32879200000000003,True,Brittany_Spaniel,0.283545,True,Ibizan_Hound,0.0574615,True
30,535,666817836334096384,264,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,2015-11-18 03:18:55 +0000,9,10,Jeph,None,None,None,None,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,Miniature_Schnauzer,0.496953,True,Standard_Schnauzer,0.28527600000000003,True,Giant_Schnauzer,0.07376369999999999,True
31,222,666835007768551424,82,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,2015-11-18 04:27:09 +0000,10,10,None,None,None,None,None,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,Airedale,0.448459,True,Toy_Poodle,0.12403,True,Teddy,0.110183,False
32,851,666837028449972224,578,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,2015-11-18 04:35:11 +0000,3,10,None,None,None,None,None,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,Triceratops,0.442113,False,Armadillo,0.114071,False,Common_Iguana,0.0432553,False
33,255,666996132027977728,101,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,2015-11-18 15:07:24 +0000,10,10,Carll,None,None,None,None,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,Hay,0.507637,False,Rottweiler,0.0624899,True,Water_Buffalo,0.0484247,False
34,467,667012601033924608,237,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,2015-11-18 16:12:51 +0000,9,10,Klevin,None,None,None,None,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,Hyena,0.98723,False,African_Hunting_Dog,0.0126008,False,Coyote,5.735010000000001e-05,False
35,197,667044094246576128,52,12/10 gimme now https://t.co/QZAnwgnOMB,2015-11-18 18:17:59 +0000,12,10,None,None,None,None,None,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,Golden_Retriever,0.765266,True,Labrador_Retriever,0.206694,True,Seat_Belt,0.0106669,False
36,175,667065535570550784,50,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,2015-11-18 19:43:11 +0000,8,10,None,None,None,None,None,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,Jigsaw_Puzzle,0.560001,False,Doormat,0.103259,False,Space_Heater,0.042568,False
37,422,667073648344346624,131,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,2015-11-18 20:15:26 +0000,10,10,Dave,None,None,None,None,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,Chihuahua,0.483682,True,Pug,0.0924939,True,Brabancon_Griffon,0.057495400000000016,True
38,345,667119796878725120,134,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,2015-11-18 23:18:48 +0000,10,10,Gabe,None,None,None,None,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,Pembroke,0.741563,True,Chihuahua,0.0578659,True,Toy_Poodle,0.0391251,True
39,4817,667138269671505920,2362,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,2015-11-19 00:32:12 +0000,10,10,None,None,None,None,None,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,West_Highland_White_Terrier,0.747713,True,Samoyed,0.243629,True,Toy_Poodle,0.00180397,True
40,234,667171260800061440,98,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,2015-11-19 02:43:18 +0000,10,10,Kenneth,None,None,None,None,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1,Giant_Schnauzer,0.8412649999999999,True,Lakeland_Terrier,0.0527442,True,Irish_Water_Spaniel,0.0344017,True
41,261,667174963120574464,87,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",2015-11-19 02:58:01 +0000,9,10,Clarence,None,None,None,None,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1,Toy_Poodle,0.266437,True,Chihuahua,0.243223,True,Bluetick,0.0728063,True
42,636,667176164155375616,482,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,2015-11-19 03:02:47 +0000,4,10,None,None,None,None,None,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1,Soft-Coated_Wheaten_Terrier,0.318981,True,Lakeland_Terrier,0.215218,True,Toy_Poodle,0.106014,True
43,200,667177989038297088,58,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,2015-11-19 03:10:02 +0000,8,10,a,None,None,None,None,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1,Vizsla,0.25924899999999995,True,Chesapeake_Bay_Retriever,0.176293,True,Weimaraner,0.112369,True
44,781,667188689915760640,446,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,2015-11-19 03:52:34 +0000,10,10,None,None,None,None,None,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1,Vacuum,0.33583,False,Swab,0.265278,False,Toilet_Tissue,0.140703,False
45,412,667192066997374976,114,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,2015-11-19 04:05:59 +0000,12,10,None,None,None,None,None,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1,Rottweiler,0.28364,True,Miniature_Pinscher,0.148112,True,Black-And-Tan_Coonhound,0.0955848,True
46,514,667211855547486208,257,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,2015-11-19 05:24:37 +0000,9,10,Genevieve,None,None,None,None,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1,Golden_Retriever,0.462556,True,Labrador_Retriever,0.454937,True,Kuvasz,0.0241933,True
47,385,667369227918143488,171,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,2015-11-19 15:49:57 +0000,10,10,None,None,None,None,None,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,1,Teddy,0.709545,False,Bath_Towel,0.12728499999999998,False,Christmas_Stocking,0.028567500000000006,False
48,208,667393430834667520,60,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,2015-11-19 17:26:08 +0000,8,10,Fwed,None,None,None,None,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1,Papillon,0.557009,True,Border_Collie,0.271963,True,Collie,0.0734729,True
49,488,667405339315146752,232,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,2015-11-19 18:13:27 +0000,7,10,Biden,None,None,None,None,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1,Saint_Bernard,0.381377,True,Leonberg,0.127998,True,Golden_Retriever,0.0693568,True
50,324,667435689202614272,88,Ermergerd 12/10 https://t.co/PQni2sjPsm,2015-11-19 20:14:03 +0000,12,10,None,None,None,None,None,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1,Rottweiler,0.999091,True,Miniature_Pinscher,0.000450355,True,Black-And-Tan_Coonhound,0.00015714,True
51,478,667437278097252352,255,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,2015-11-19 20:20:22 +0000,10,10,None,None,None,None,None,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,1,Porcupine,0.989154,False,Bath_Towel,0.00630049,False,Badger,0.00096634,False
52,825,667443425659232256,617,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N,2015-11-19 20:44:47 +0000,6,10,None,None,None,None,None,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,1,Goose,0.980815,False,Drake,0.00691777,False,Hen,0.00525517,False
53,327,667453023279554560,95,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,2015-11-19 21:22:56 +0000,11,10,Cupcake,None,None,None,None,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1,Labrador_Retriever,0.8256700000000001,True,French_Bulldog,0.0566394,True,Staffordshire_Bullterrier,0.0540184,True
54,202,667455448082227200,66,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,2015-11-19 21:32:34 +0000,7,10,Reese,None,None,None,None,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,1,Tibetan_Terrier,0.676376,True,Irish_Terrier,0.054933400000000014,True,Yorkshire_Terrier,0.0405755,True
55,273,667470559035432960,101,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,2015-11-19 22:32:36 +0000,11,10,a,None,None,None,None,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,1,Toy_Poodle,0.304175,True,Pug,0.223427,True,Lakeland_Terrier,0.07331649999999999,True
56,557,667491009379606528,237,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,2015-11-19 23:53:52 +0000,7,10,None,None,None,None,None,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,1,Borzoi,0.852088,True,Ice_Bear,0.13226400000000002,False,Weasel,0.00572998,False
57,7106,667509364010450944,2255,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,2015-11-20 01:06:48 +0000,12,10,None,None,None,None,None,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1,Beagle,0.636169,True,Labrador_Retriever,0.119256,True,Golden_Retriever,0.08254919999999999,True
58,388,667517642048163840,203,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,2015-11-20 01:39:42 +0000,8,10,Dook,None,None,None,None,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,1,Italian_Greyhound,0.125176,True,Standard_Poodle,0.08457150000000001,True,Cocker_Spaniel,0.0813469,True
59,1787,667524857454854144,1189,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,2015-11-20 02:08:22 +0000,12,10,None,None,None,None,None,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,1,Hare,0.447893,False,Dhole,0.0924353,False,Chesapeake_Bay_Retriever,0.08812239999999999,True
60,498,667530908589760512,261,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",2015-11-20 02:32:25 +0000,10,10,Naphaniel,None,None,None,None,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,1,Golden_Retriever,0.633037,True,Kuvasz,0.14639100000000002,True,Labrador_Retriever,0.0461837,True
61,860,667534815156183040,572,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",2015-11-20 02:47:56 +0000,8,10,Frank,None,None,None,None,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,1,Pembroke,0.435254,True,Cardigan,0.30740700000000004,True,Cocker_Spaniel,0.0331583,True
62,216,667538891197542400,72,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",2015-11-20 03:04:08 +0000,9,10,a,None,None,None,None,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,1,Yorkshire_Terrier,0.618957,True,Silky_Terrier,0.300313,True,Australian_Terrier,0.053412,True
63,912,667544320556335104,560,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",2015-11-20 03:25:43 +0000,10,10,Kial,None,None,None,None,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,1,Pomeranian,0.412893,True,Pembroke,0.312958,True,Chihuahua,0.0719604,True
64,6086,667549055577362432,2438,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx,2015-11-20 03:44:31 +0000,1,10,None,None,None,None,None,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg,1,Electric_Fan,0.984377,False,Spotlight,0.00773671,False,Lampshade,0.00190123,False
65,396,667728196545200128,160,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,2015-11-20 15:36:22 +0000,11,10,Olive,None,None,None,None,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,1,Kuvasz,0.360159,True,Golden_Retriever,0.293744,True,Labrador_Retriever,0.270673,True
66,473,667766675769573376,237,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,2015-11-20 18:09:16 +0000,9,10,Calvin,None,None,None,None,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,1,Fire_Engine,0.8834930000000001,False,Tow_Truck,0.07473389999999999,False,Jeep,0.0127726,False
67,433,667782464991965184,257,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,2015-11-20 19:12:01 +0000,9,10,None,None,None,None,None,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg,1,Lorikeet,0.466149,False,Hummingbird,0.083011,False,African_Grey,0.0542474,False
68,731,667793409583771648,356,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,2015-11-20 19:55:30 +0000,8,10,None,None,None,None,None,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,1,Dalmatian,0.5350729999999999,True,English_Setter,0.451219,True,Great_Dane,0.00816361,True
69,346,667801013445750784,101,OMIGOD 12/10 https://t.co/SVMF4Frf1w,2015-11-20 20:25:43 +0000,12,10,None,None,None,None,None,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,1,Flat-Coated_Retriever,0.508392,True,Chesapeake_Bay_Retriever,0.262239,True,Curly-Coated_Retriever,0.048919800000000006,True
70,1100,667806454573760512,528,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,2015-11-20 20:47:20 +0000,10,10,Filup,None,None,None,None,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,1,Toyshop,0.253089,False,Chihuahua,0.187155,True,Brabancon_Griffon,0.112799,True
71,301,667832474953625600,68,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",2015-11-20 22:30:44 +0000,12,10,None,None,None,None,None,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,1,Miniature_Pinscher,0.2142,True,Bath_Towel,0.146789,False,Chihuahua,0.104152,True
